ts,pid,index,am,am_source,elapsed_source,phase,intra_pct,intra_source,pct,elapsed_s,eta_s,weight_basis,risk,eta_basis
1787765910007,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",61.23,view-counter,61.23,49.5,54.6,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765910543,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",61.48,view-counter,61.48,50.0,54.1,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765911076,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",62.07,view-counter,62.07,50.5,53.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765911603,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",62.43,view-counter,62.43,51.0,53.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765912131,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",62.68,view-counter,62.68,51.6,52.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765912659,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",63.04,view-counter,63.04,52.1,51.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765913188,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",63.62,view-counter,63.62,52.6,51.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765913724,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",63.87,view-counter,63.87,53.2,50.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765914258,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",64.23,view-counter,64.23,53.7,50.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765914793,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",64.59,view-counter,64.59,54.2,49.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765915327,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",64.94,view-counter,64.94,54.8,49.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765915862,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",65.42,view-counter,65.42,55.3,48.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765916395,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",65.79,view-counter,65.79,55.8,48.2,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765916929,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",66.15,view-counter,66.15,56.4,47.7,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765917463,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",66.40,view-counter,66.40,56.9,47.2,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765917996,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",66.99,view-counter,66.99,57.4,46.7,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765918530,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",67.35,view-counter,67.35,58.0,46.1,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765919064,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",67.59,view-counter,67.59,58.5,45.6,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765919597,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",67.95,view-counter,67.95,59.0,45.1,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765920131,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",68.53,view-counter,68.53,59.6,44.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765920664,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",68.78,view-counter,68.78,60.1,44.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765921198,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",69.13,view-counter,69.13,60.6,43.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765921732,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",69.50,view-counter,69.50,61.2,43.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765922265,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",69.85,view-counter,69.85,61.7,42.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765922798,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",70.33,view-counter,70.33,62.2,41.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765923332,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",70.69,view-counter,70.69,62.8,41.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765923866,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",70.93,view-counter,70.93,63.3,40.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765924401,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",71.29,view-counter,71.29,63.8,40.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765924936,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",71.88,view-counter,71.88,64.4,39.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765925471,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",72.13,view-counter,72.13,64.9,39.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765926005,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",72.48,view-counter,72.48,65.4,38.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765926540,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",72.84,view-counter,72.84,66.0,38.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765927075,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",73.19,view-counter,73.19,66.5,37.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765927603,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",73.66,view-counter,73.66,67.0,37.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765928129,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",74.02,view-counter,74.02,67.6,36.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765928654,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",74.37,view-counter,74.37,68.1,36.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765929184,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",74.73,view-counter,74.73,68.6,35.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765929710,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",74.97,view-counter,74.97,69.2,35.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765930240,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",75.56,view-counter,75.56,69.7,34.7,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765930769,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",75.91,view-counter,75.91,70.2,34.2,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765931298,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",76.16,view-counter,76.16,70.7,33.6,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765931826,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",76.51,view-counter,76.51,71.3,33.1,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765932353,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",76.87,view-counter,76.87,71.8,32.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765932880,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",77.23,view-counter,77.23,72.3,32.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765933408,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",77.69,view-counter,77.69,72.9,31.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765933935,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",78.04,view-counter,78.04,73.4,30.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765934462,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",78.40,view-counter,78.40,73.9,30.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765934988,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",78.63,view-counter,78.63,74.4,29.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765935520,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",79.00,view-counter,79.00,75.0,29.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765936047,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",79.58,view-counter,79.58,75.5,28.7,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765936573,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",79.82,view-counter,79.82,76.0,28.2,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765937100,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",80.18,view-counter,80.18,76.5,27.6,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765937627,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",80.53,view-counter,80.53,77.1,27.1,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765938153,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",80.89,view-counter,80.89,77.6,26.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765938680,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",81.24,view-counter,81.24,78.1,26.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765939207,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",81.82,view-counter,81.82,78.7,25.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765939735,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",82.17,view-counter,82.17,79.2,24.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765940262,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",82.52,view-counter,82.52,79.7,24.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765940788,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",82.87,view-counter,82.87,80.2,23.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765941314,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",83.22,view-counter,83.22,80.8,23.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765941842,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",83.46,view-counter,83.46,81.3,22.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765942369,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",83.81,view-counter,83.81,81.8,22.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765942896,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",84.21,view-counter,84.21,82.3,21.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765943424,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",84.77,view-counter,84.77,82.9,21.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765943953,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",84.89,view-counter,84.89,83.4,20.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765944479,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",85.46,view-counter,85.46,83.9,20.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765945006,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",85.58,view-counter,85.58,84.5,19.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765945533,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",86.15,view-counter,86.15,85.0,19.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765946059,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",86.38,view-counter,86.38,85.5,18.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765946586,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",86.77,view-counter,86.77,86.0,18.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765947112,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",87.07,view-counter,87.07,86.6,17.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765947639,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",87.47,view-counter,87.47,87.1,17.4,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765948167,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",87.76,view-counter,87.76,87.6,16.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765948693,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",88.16,view-counter,88.16,88.1,16.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765949219,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",88.62,view-counter,88.62,88.7,16.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765949745,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",88.90,view-counter,88.90,89.2,15.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765950273,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",89.20,view-counter,89.20,89.7,15.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765950805,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",89.65,view-counter,89.65,90.3,14.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765951341,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",90.00,view-counter,90.00,90.8,14.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765951870,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",90.40,view-counter,90.40,91.3,13.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765952397,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",90.74,view-counter,90.74,91.8,13.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765952927,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",91.09,view-counter,91.09,92.4,12.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765953458,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",91.43,view-counter,91.43,92.9,12.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765953985,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",91.72,view-counter,91.72,93.4,11.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765954512,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",92.06,view-counter,92.06,94.0,11.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765955037,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",92.40,view-counter,92.40,94.5,10.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765955570,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",92.86,view-counter,92.86,95.0,10.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765956097,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",93.22,view-counter,93.22,95.5,9.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765956624,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",93.64,view-counter,93.64,96.1,8.9,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765957150,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",94.00,view-counter,94.00,96.6,8.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765957677,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",94.54,view-counter,94.54,97.1,7.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765958205,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",94.85,view-counter,94.85,97.7,7.2,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765958734,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",95.25,view-counter,95.25,98.2,6.5,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
